0.059998,0.117572
0.11762,0.225834
0.174114,0.32742
0.229503,0.422516
0.28381,0.511308
0.337058,0.593982
0.389271,0.670725
0.440472,0.741721
0.490684,0.807158
0.539931,0.867222
0.588235,0.922098
0.63562,0.971973
0.68211,1.01703
0.727727,1.05746
0.772495,1.09345
0.816437,1.12518
0.859576,1.15285
0.901936,1.17662
0.94354,1.1967
0.984411,1.21327
1.02457,1.22651
1.06405,1.23661
1.10286,1.24376
1.14103,1.24813
1.17859,1.24993
1.21555,1.24933
1.25194,1.24653
1.28779,1.2417
1.32311,1.23503
1.35793,1.22671
1.39228,1.21693
1.42617,1.20587
1.45963,1.19371
1.49268,1.18065
1.52535,1.16687
1.55766,1.15256
1.58963,1.13789
1.62129,1.12307
1.65266,1.10827
1.68376,1.09368
1.71461,1.07948
1.74525,1.06587
1.77568,1.05303
1.80594,1.04114
1.83605,1.03039
1.86604,1.02098
1.89591,1.01307
1.92571,1.00686
1.95545,1.00254
1.98515,1.00029
2.01484,1.00029
2.04455,1.00254
2.07429,1.00686
2.10408,1.01307
2.13396,1.02097
2.16394,1.03039
2.19405,1.04114
2.22432,1.05303
2.25475,1.06587
2.28539,1.07948
2.31624,1.09368
2.34734,1.10827
2.37871,1.12307
2.41037,1.13789
2.44234,1.15255
2.47465,1.16687
2.50732,1.18065
2.54037,1.19371
2.57383,1.20587
2.60772,1.21693
2.64207,1.22671
2.67689,1.23503
2.71221,1.2417
2.74806,1.24653
2.78445,1.24933
2.82141,1.24993
2.85897,1.24813
2.89714,1.24376
2.93595,1.23661
2.97542,1.22651
3.01559,1.21327
3.05646,1.1967
3.09806,1.17662
3.14042,1.15285
3.18356,1.12519
3.2275,1.09346
3.27227,1.05747
3.31789,1.01704
3.36438,0.971978
3.41176,0.922103
3.46006,0.867227
3.50931,0.807165
3.55952,0.741728
3.61072,0.670732
3.66294,0.593991
3.71618,0.511318
3.77049,0.422527
3.82588,0.327431
3.88237,0.225846
3.94,0.117585
